hidden_layers,activation,epochs,learning_rate,batch_size,accuracy,mae,mse,r2
[4],sigmoid,10,0.0001,32,0.5801666666666667,0.41983333333333334,0.41983333333333334,-1.4373209079528357
[4],sigmoid,10,0.0001,64,0.5036666666666667,0.49633333333333335,0.49633333333333335,-1.881437738739001
[4],sigmoid,10,0.0001,128,0.26916666666666667,0.7308333333333333,0.7308333333333333,-3.2428154749397313
[4],sigmoid,10,0.0001,256,0.497,0.503,0.503,-1.9201407305286455
[4],sigmoid,10,0.0001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,10.0,16,0.7745,0.2255,0.2255,-0.3091286972847107
[4],sigmoid,25,10.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,10.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,10.0,128,0.7316666666666667,0.2683333333333333,0.2683333333333333,-0.557795419533174
[4],sigmoid,25,10.0,256,0.5626666666666666,0.43733333333333335,0.43733333333333335,-1.5389162614006513
[4],sigmoid,25,10.0,512,0.6078333333333333,0.39216666666666666,0.39216666666666666,-1.2767034920258125
[4],sigmoid,25,1.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,1.0,32,0.7761666666666667,0.22383333333333333,0.22383333333333333,-0.2994529493372997
[4],sigmoid,25,1.0,64,0.8026666666666666,0.19733333333333333,0.19733333333333333,-0.14560855697346464
[4],sigmoid,25,1.0,128,0.78,0.22,0.22,-0.2771987290582545
[4],sigmoid,25,1.0,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,1.0,512,0.7755,0.2245,0.2245,-0.30332324851626424
[4],sigmoid,25,0.1,16,0.7821666666666667,0.21783333333333332,0.21783333333333332,-0.26462025672662004
[4],sigmoid,25,0.1,32,0.7973333333333333,0.20266666666666666,0.20266666666666666,-0.17657095040517978
[4],sigmoid,25,0.1,64,0.8035,0.1965,0.1965,-0.14077068299975903
[4],sigmoid,25,0.1,128,0.7958333333333333,0.20416666666666666,0.20416666666666666,-0.1852791235578497
[4],sigmoid,25,0.1,256,0.81,0.19,0.19,-0.10303526600485613
[4],sigmoid,25,0.1,512,0.795,0.205,0.205,-0.1901169975315553
[4],sigmoid,25,0.01,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.01,32,0.7995,0.2005,0.2005,-0.16399247807354556
[4],sigmoid,25,0.01,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.01,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.01,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.01,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.001,16,0.3611666666666667,0.6388333333333334,0.6388333333333334,-2.7087141882426433
[4],sigmoid,25,0.001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.001,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.001,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,25,0.001,256,0.7776666666666666,0.22233333333333333,0.22233333333333333,-0.2907447761846298
[4],sigmoid,25,0.001,512,0.2315,0.7685,0.7685,-3.4614873785512206
[4],sigmoid,25,0.0001,16,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
[4],sigmoid,25,0.0001,32,0.777,0.223,0.223,-0.2946150753635943
[4],sigmoid,25,0.0001,64,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
[4],sigmoid,25,0.0001,128,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
[4],sigmoid,25,0.0001,256,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
[4],sigmoid,25,0.0001,512,0.22183333333333333,0.7781666666666667,0.7781666666666667,-3.5176067166462044
[4],sigmoid,50,10.0,16,0.4785,0.5215,0.5215,-2.0275415327449076
[4],sigmoid,50,10.0,32,0.792,0.208,0.208,-0.20753334383689515
[4],sigmoid,50,10.0,64,0.8005,0.1995,0.1995,-0.15818702930509887
[4],sigmoid,50,10.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,10.0,256,0.605,0.395,0.395,-1.2931522635364114
[4],sigmoid,50,10.0,512,0.6238333333333334,0.37616666666666665,0.37616666666666665,-1.1838163117306668
[4],sigmoid,50,1.0,16,0.7951666666666667,0.20483333333333334,0.20483333333333334,-0.18914942273681423
[4],sigmoid,50,1.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,1.0,64,0.7818333333333334,0.21816666666666668,0.21816666666666668,-0.2665554063161024
[4],sigmoid,50,1.0,128,0.793,0.207,0.207,-0.20172789506844846
[4],sigmoid,50,1.0,256,0.774,0.226,0.226,-0.31203142166893416
[4],sigmoid,50,1.0,512,0.789,0.211,0.211,-0.22494969014223498
[4],sigmoid,50,0.1,16,0.8133333333333334,0.18666666666666668,0.18666666666666668,-0.08368377011003414
[4],sigmoid,50,0.1,32,0.8143333333333334,0.18566666666666667,0.18566666666666667,-0.07787832134158745
[4],sigmoid,50,0.1,64,0.8073333333333333,0.19266666666666668,0.19266666666666668,-0.11851646272071381
[4],sigmoid,50,0.1,128,0.816,0.184,0.184,-0.06820257339417646
[4],sigmoid,50,0.1,256,0.81,0.19,0.19,-0.10303526600485613
[4],sigmoid,50,0.1,512,0.8135,0.1865,0.1865,-0.08271619531529306
[4],sigmoid,50,0.01,16,0.7981666666666667,0.20183333333333334,0.20183333333333334,-0.1717330764314744
[4],sigmoid,50,0.01,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,0.01,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,0.01,128,0.7931666666666667,0.20683333333333334,0.20683333333333334,-0.20076032027370738
[4],sigmoid,50,0.01,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,0.01,512,0.7975,0.2025,0.2025,-0.1756033756104387
[4],sigmoid,50,0.001,16,0.222,0.778,0.778,-3.5166391418514635
[4],sigmoid,50,0.001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,0.001,64,0.7815,0.2185,0.2185,-0.26849055590558457
[4],sigmoid,50,0.001,128,0.22283333333333333,0.7771666666666667,0.7771666666666667,-3.5118012678777584
[4],sigmoid,50,0.001,256,0.44816666666666666,0.5518333333333333,0.5518333333333333,-2.203640145387788
[4],sigmoid,50,0.001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,0.0001,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,0.0001,32,0.3895,0.6105,0.6105,-2.544226473136656
[4],sigmoid,50,0.0001,64,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
[4],sigmoid,50,0.0001,128,0.22133333333333333,0.7786666666666666,0.7786666666666666,-3.520509441030428
[4],sigmoid,50,0.0001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,50,0.0001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,10.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,10.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,10.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,10.0,128,0.6648333333333334,0.33516666666666667,0.33516666666666667,-0.9457929122243558
[4],sigmoid,100,10.0,256,0.7891666666666667,0.21083333333333334,0.21083333333333334,-0.2239821153474939
[4],sigmoid,100,10.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,1.0,16,0.7971666666666667,0.20283333333333334,0.20283333333333334,-0.17753852519992086
[4],sigmoid,100,1.0,32,0.8018333333333333,0.19816666666666666,0.19816666666666666,-0.15044643094717003
[4],sigmoid,100,1.0,64,0.8003333333333333,0.19966666666666666,0.19966666666666666,-0.15915460409983995
[4],sigmoid,100,1.0,128,0.781,0.219,0.219,-0.2713932802898078
[4],sigmoid,100,1.0,256,0.7793333333333333,0.22066666666666668,0.22066666666666668,-0.2810690282372188
[4],sigmoid,100,1.0,512,0.7826666666666666,0.21733333333333332,0.21733333333333332,-0.2617175323423968
[4],sigmoid,100,0.1,16,0.8158333333333333,0.18416666666666667,0.18416666666666667,-0.06917014818891754
[4],sigmoid,100,0.1,32,0.8133333333333334,0.18666666666666668,0.18666666666666668,-0.08368377011003414
[4],sigmoid,100,0.1,64,0.8166666666666667,0.18333333333333332,0.18333333333333332,-0.06433227421521215
[4],sigmoid,100,0.1,128,0.8151666666666667,0.18483333333333332,0.18483333333333332,-0.07304044736788184
[4],sigmoid,100,0.1,256,0.8181666666666667,0.18183333333333335,0.18183333333333335,-0.05562410106254223
[4],sigmoid,100,0.1,512,0.8153333333333334,0.18466666666666667,0.18466666666666667,-0.07207287257314077
[4],sigmoid,100,0.01,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,0.01,32,0.7988333333333333,0.20116666666666666,0.20116666666666666,-0.16786277725250986
[4],sigmoid,100,0.01,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,0.01,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,0.01,256,0.8055,0.1945,0.1945,-0.12915978546286588
[4],sigmoid,100,0.01,512,0.7978333333333333,0.20216666666666666,0.20216666666666666,-0.17366822602095655
[4],sigmoid,100,0.001,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,0.001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,0.001,64,0.7811666666666667,0.21883333333333332,0.21883333333333332,-0.2704257054950667
[4],sigmoid,100,0.001,128,0.37383333333333335,0.6261666666666666,0.6261666666666666,-2.6351785038423197
[4],sigmoid,100,0.001,256,0.7981666666666667,0.20183333333333334,0.20183333333333334,-0.1717330764314744
[4],sigmoid,100,0.001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,0.0001,16,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
[4],sigmoid,100,0.0001,32,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
[4],sigmoid,100,0.0001,64,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
[4],sigmoid,100,0.0001,128,0.7606666666666667,0.23933333333333334,0.23933333333333334,-0.38943740524822235
[4],sigmoid,100,0.0001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,100,0.0001,512,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
[4],sigmoid,250,10.0,16,0.7776666666666666,0.22233333333333333,0.22233333333333333,-0.2907447761846298
[4],sigmoid,250,10.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,250,10.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,250,10.0,128,0.8128333333333333,0.18716666666666668,0.18716666666666668,-0.08658649449425737
[4],sigmoid,250,10.0,256,0.7713333333333333,0.22866666666666666,0.22866666666666666,-0.32751261838479184
[4],sigmoid,250,10.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,250,1.0,16,0.7998333333333333,0.20016666666666666,0.20016666666666666,-0.1620573284840634
[4],sigmoid,250,1.0,32,0.812,0.188,0.188,-0.09142436846796298
[4],sigmoid,250,1.0,64,0.802,0.198,0.198,-0.14947885615242895
[4],sigmoid,250,1.0,128,0.801,0.199,0.199,-0.15528430492087564
[4],sigmoid,250,1.0,256,0.812,0.188,0.188,-0.09142436846796298
[4],sigmoid,250,1.0,512,0.804,0.196,0.196,-0.1378679586155358
[4],sigmoid,250,0.1,16,0.8145,0.1855,0.1855,-0.07691074654684638
[4],sigmoid,250,0.1,32,0.8175,0.1825,0.1825,-0.05949440024150654
[4],sigmoid,250,0.1,64,0.8166666666666667,0.18333333333333332,0.18333333333333332,-0.06433227421521215
[4],sigmoid,250,0.1,128,0.8163333333333334,0.18366666666666667,0.18366666666666667,-0.0662674238046943
[4],sigmoid,250,0.1,256,0.8151666666666667,0.18483333333333332,0.18483333333333332,-0.07304044736788184
[4],sigmoid,250,0.1,512,0.8166666666666667,0.18333333333333332,0.18333333333333332,-0.06433227421521215
[4],sigmoid,250,0.01,16,0.8121666666666667,0.18783333333333332,0.18783333333333332,-0.09045679367322168
[4],sigmoid,250,0.01,32,0.8111666666666667,0.18883333333333333,0.18883333333333333,-0.09626224244166837
[4],sigmoid,250,0.01,64,0.8101666666666667,0.18983333333333333,0.18983333333333333,-0.10206769121011505
[4],sigmoid,250,0.01,128,0.8113333333333334,0.18866666666666668,0.18866666666666668,-0.09529466764692729
[4],sigmoid,250,0.01,256,0.813,0.187,0.187,-0.0856189196995163
[4],sigmoid,250,0.01,512,0.8051666666666667,0.19483333333333333,0.19483333333333333,-0.13109493505234804
[4],sigmoid,250,0.001,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,250,0.001,32,0.7808333333333334,0.21916666666666668,0.21916666666666668,-0.2723608550845489
[4],sigmoid,250,0.001,64,0.787,0.213,0.213,-0.23656058767912813
[4],sigmoid,250,0.001,128,0.7978333333333333,0.20216666666666666,0.20216666666666666,-0.17366822602095655
[4],sigmoid,250,0.001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,250,0.001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,250,0.0001,16,0.7833333333333333,0.21666666666666667,0.21666666666666667,-0.2578472331634325
[4],sigmoid,250,0.0001,32,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
[4],sigmoid,250,0.0001,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],sigmoid,250,0.0001,128,0.30833333333333335,0.6916666666666667,0.6916666666666667,-3.0154353981755726
[4],sigmoid,250,0.0001,256,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
[4],sigmoid,250,0.0001,512,0.22566666666666665,0.7743333333333333,0.7743333333333333,-3.4953524963671594
[4],tanh,1,10.0,16,0.455,0.545,0.545,-2.1639695788034032
[4],tanh,1,10.0,32,0.42233333333333334,0.5776666666666667,0.5776666666666667,-2.353614238572659
[4],tanh,1,10.0,64,0.7595,0.2405,0.2405,-0.3962104288114099
[4],tanh,1,10.0,128,0.6183333333333333,0.38166666666666665,0.38166666666666665,-1.215746279957123
[4],tanh,1,10.0,256,0.49266666666666664,0.5073333333333333,0.5073333333333333,-1.945297675191914
[4],tanh,1,10.0,512,0.6975,0.3025,0.3025,-0.7561482524550998
[4],tanh,1,1.0,16,0.4455,0.5545,0.5545,-2.2191213421036458
[4],tanh,1,1.0,32,0.497,0.503,0.503,-1.9201407305286455
[4],tanh,1,1.0,64,0.433,0.567,0.567,-2.2916894517092286
[4],tanh,1,1.0,128,0.7638333333333334,0.23616666666666666,0.23616666666666666,-0.37105348414814143
[4],tanh,1,1.0,256,0.651,0.349,0.349,-1.0261016201878674
[4],tanh,1,1.0,512,0.4365,0.5635,0.5635,-2.2713703810196653
[4],tanh,1,0.1,16,0.785,0.215,0.215,-0.24817148521602128
[4],tanh,1,0.1,32,0.6751666666666667,0.3248333333333333,0.3248333333333333,-0.8858032749504074
[4],tanh,1,0.1,64,0.30416666666666664,0.6958333333333333,0.6958333333333333,-3.0396247680441
[4],tanh,1,0.1,128,0.6676666666666666,0.3323333333333333,0.3323333333333333,-0.929344140713757
[4],tanh,1,0.1,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],tanh,1,0.1,512,0.7055,0.2945,0.2945,-0.7097046623075269
[4],tanh,1,0.01,16,0.6768333333333333,0.32316666666666666,0.32316666666666666,-0.8761275270029965
[4],tanh,1,0.01,32,0.542,0.458,0.458,-1.658895535948548
[4],tanh,1,0.01,64,0.5626666666666666,0.43733333333333335,0.43733333333333335,-1.5389162614006513
[4],tanh,1,0.01,128,0.7618333333333334,0.23816666666666667,0.23816666666666667,-0.3826643816850346
[4],tanh,1,0.01,256,0.478,0.522,0.522,-2.030444257129131
[4],tanh,1,0.01,512,0.5025,0.4975,0.4975,-1.8882107623021889
[4],tanh,1,0.001,16,0.7713333333333333,0.22866666666666666,0.22866666666666666,-0.32751261838479184
[4],tanh,1,0.001,32,0.234,0.766,0.766,-3.446973756630104
[4],tanh,1,0.001,64,0.606,0.394,0.394,-1.287346814767965
[4],tanh,1,0.001,128,0.7646666666666667,0.23533333333333334,0.23533333333333334,-0.3662156101744358
[4],tanh,1,0.001,256,0.2285,0.7715,0.7715,-3.4789037248565604
[4],tanh,1,0.001,512,0.7773333333333333,0.22266666666666668,0.22266666666666668,-0.29267992577411217
[4],tanh,1,0.0001,16,0.572,0.428,0.428,-1.4847320728951496
[4],tanh,1,0.0001,32,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
[4],tanh,1,0.0001,64,0.3463333333333333,0.6536666666666666,0.6536666666666666,-2.7948283449746016
[4],tanh,1,0.0001,128,0.773,0.227,0.227,-0.3178368704373806
[4],tanh,1,0.0001,256,0.577,0.423,0.423,-1.4557048290529164
[4],tanh,1,0.0001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],tanh,10,10.0,16,0.6105,0.3895,0.3895,-1.2612222953099552
[4],tanh,10,10.0,32,0.7511666666666666,0.24883333333333332,0.24883333333333332,-0.4445891685484651
[4],tanh,10,10.0,64,0.7286666666666667,0.2713333333333333,0.2713333333333333,-0.5752117658385139
[4],tanh,10,10.0,128,0.743,0.257,0.257,-0.492000333490779
[4],tanh,10,10.0,256,0.3456666666666667,0.6543333333333333,0.6543333333333333,-2.798698644153566
[4],tanh,10,10.0,512,0.6896666666666667,0.31033333333333335,0.31033333333333335,-0.8016242678079317
[4],tanh,10,1.0,16,0.7423333333333333,0.25766666666666665,0.25766666666666665,-0.4958706326697435
[4],tanh,10,1.0,32,0.781,0.219,0.219,-0.2713932802898078
[4],tanh,10,1.0,64,0.6898333333333333,0.31016666666666665,0.31016666666666665,-0.8006566930131906
[4],tanh,10,1.0,128,0.7795,0.2205,0.2205,-0.2801014534424777
[4],tanh,10,1.0,256,0.622,0.378,0.378,-1.1944596344728189
[4],tanh,10,1.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],tanh,10,0.1,16,0.8043333333333333,0.19566666666666666,0.19566666666666666,-0.13593280902605365
[4],tanh,10,0.1,32,0.8031666666666667,0.19683333333333333,0.19683333333333333,-0.1427058325892412
[4],tanh,10,0.1,64,0.8,0.2,0.2,-0.16108975368932232
[4],tanh,10,0.1,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
[4],tanh,10,0.1,256,0.8065,0.1935,0.1935,-0.1233543366944192
