hidden_layers,activation,epochs,lr,batch_size,mae,mse,r2
"[16, 32]",relu,100,0.01,16,2610.6216156769856,121731410.64705181,-0.008780598640441895
"[16, 32]",relu,100,0.01,32,2658.059263393187,119589470.79042096,0.008969366550445557
"[16, 32]",relu,100,0.01,64,2730.579212981104,119236994.337289,0.011890530586242676
"[16, 32]",relu,100,0.01,128,2709.356929375404,118993800.79172061,0.013905823230743408
"[16, 32]",relu,100,0.01,256,2808.0708485436267,119704895.57038803,0.008012950420379639
"[16, 32]",relu,100,0.01,512,2654.678034535722,119852485.54709293,0.006789863109588623
"[16, 32]",relu,100,0.001,16,3323.286598065121,131706682.5242598,-0.09144508838653564
"[16, 32]",relu,100,0.001,32,3320.860298997503,131686343.77988434,-0.09127652645111084
"[16, 32]",relu,100,0.001,64,3321.748848341861,131692637.10791092,-0.09132874011993408
"[16, 32]",relu,100,0.001,128,3322.822039123531,131701052.57207282,-0.09139847755432129
"[16, 32]",relu,100,0.001,256,3323.1125384868506,131704639.06016077,-0.09142804145812988
"[16, 32]",relu,100,0.001,512,3322.341762594579,131695945.45166668,-0.09135615825653076
"[16, 32]",relu,100,0.0001,16,3327.0846032469312,131741282.12347806,-0.09173190593719482
"[16, 32]",relu,100,0.0001,32,3327.1574306225966,131741378.02455552,-0.09173262119293213
"[16, 32]",relu,100,0.0001,64,3327.376703063368,131743098.20622668,-0.09174680709838867
"[16, 32]",relu,100,0.0001,128,3327.4487584996054,131743523.54614465,-0.09175050258636475
"[16, 32]",relu,100,0.0001,256,3327.1812150305163,131741862.22735552,-0.09173667430877686
"[16, 32]",relu,100,0.0001,512,3327.367993272167,131743056.08790043,-0.09174656867980957
"[16, 32]",relu,250,0.1,16,3051.9660082020964,118140645.40889561,0.020975887775421143
"[16, 32]",relu,250,0.1,32,3048.3269823593696,118200169.68425012,0.02048248052597046
"[16, 32]",relu,250,0.1,64,3050.28397589828,118154563.92324609,0.020860493183135986
"[16, 32]",relu,250,0.1,128,3046.2573268783094,118173348.20183705,0.020704805850982666
"[16, 32]",relu,250,0.1,256,3044.486861230025,118237663.47667491,0.020171761512756348
"[16, 32]",relu,250,0.1,512,3039.9576115535447,118268002.29781526,0.019920527935028076
"[16, 32]",relu,250,0.01,16,3046.864825934416,118185584.95765756,0.020603418350219727
"[16, 32]",relu,250,0.01,32,3059.3370957592874,118316976.02746482,0.019514620304107666
"[16, 32]",relu,250,0.01,64,3044.7999880392954,118143997.1278464,0.02094799280166626
"[16, 32]",relu,250,0.01,128,3048.6645862061196,118312717.56911793,0.019549846649169922
"[16, 32]",relu,250,0.01,256,3045.4888049715146,118231287.28967582,0.020224690437316895
"[16, 32]",relu,250,0.01,512,3045.559288098993,118207481.9983654,0.020421981811523438
"[16, 32]",relu,250,0.001,16,3231.2548589602984,130771805.74877858,-0.08369767665863037
"[16, 32]",relu,250,0.001,32,3242.697535756227,130825957.24839272,-0.08414649963378906
"[16, 32]",relu,250,0.001,64,3224.1081261516356,130648856.41506283,-0.08267903327941895
"[16, 32]",relu,250,0.001,128,3235.233729216111,130811342.2783014,-0.08402550220489502
"[16, 32]",relu,250,0.001,256,3232.359765333702,130753618.39393859,-0.08354711532592773
"[16, 32]",relu,250,0.001,512,3243.7595830193413,130925717.78961322,-0.08497333526611328
"[16, 32]",relu,250,0.0001,16,3326.7229133261785,131738560.84057827,-0.09170937538146973
"[16, 32]",relu,250,0.0001,32,3327.25745148136,131741955.02032001,-0.09173750877380371
"[16, 32]",relu,250,0.0001,64,3327.1495416506023,131741339.24101572,-0.09173226356506348
"[16, 32]",relu,250,0.0001,128,3327.099654549488,131740680.58356829,-0.09172689914703369
"[16, 32]",relu,250,0.0001,256,3327.1763147019587,131741155.21887253,-0.09173071384429932
"[16, 32]",relu,250,0.0001,512,3326.945277553099,131739600.79407595,-0.09171795845031738
"[16, 32]",tanh,1,0.1,16,3326.7325328813968,131739111.33470237,-0.0917137861251831
"[16, 32]",tanh,1,0.1,32,3326.0476309175424,131733338.92307988,-0.09166598320007324
"[16, 32]",tanh,1,0.1,64,3326.6180217057845,131738223.1779796,-0.09170639514923096
"[16, 32]",tanh,1,0.1,128,3326.170095150476,131733458.25572823,-0.09166693687438965
"[16, 32]",tanh,1,0.1,256,3326.1262059705005,131733067.2842946,-0.09166371822357178
"[16, 32]",tanh,1,0.1,512,3326.421846570486,131736408.01612213,-0.09169149398803711
"[16, 32]",tanh,1,0.01,16,3327.151519346414,131741537.38122964,-0.09173417091369629
"[16, 32]",tanh,1,0.01,32,3327.283481265812,131742623.55966713,-0.09174299240112305
"[16, 32]",tanh,1,0.01,64,3327.3199792734977,131742827.65244481,-0.09174454212188721
"[16, 32]",tanh,1,0.01,128,3327.14786390381,131741725.95143957,-0.0917356014251709
"[16, 32]",tanh,1,0.01,256,3327.619170783971,131744923.38480173,-0.09176194667816162
"[16, 32]",tanh,1,0.01,512,3327.500984325608,131743717.72785898,-0.09175217151641846
"[16, 32]",tanh,1,0.001,16,3327.445235353222,131743633.78986572,-0.0917513370513916
"[16, 32]",tanh,1,0.001,32,3327.3933998481543,131743403.36100698,-0.09174942970275879
"[16, 32]",tanh,1,0.001,64,3327.4200410182143,131743535.82281482,-0.09175050258636475
"[16, 32]",tanh,1,0.001,128,3327.113375143073,131741592.25153938,-0.09173440933227539
"[16, 32]",tanh,1,0.001,256,3327.3728847780726,131743073.25662157,-0.09174668788909912
"[16, 32]",tanh,1,0.001,512,3327.6067830122247,131745083.74905497,-0.09176337718963623
"[16, 32]",tanh,1,0.0001,16,3327.5042867174625,131743981.18779331,-0.09175419807434082
"[16, 32]",tanh,1,0.0001,32,3327.63358056297,131745048.79703096,-0.09176301956176758
"[16, 32]",tanh,1,0.0001,64,3327.544370290252,131744449.4557934,-0.09175825119018555
"[16, 32]",tanh,1,0.0001,128,3327.294714566142,131742550.80301417,-0.09174227714538574
"[16, 32]",tanh,1,0.0001,256,3327.5496266838295,131744725.92260824,-0.09176039695739746
"[16, 32]",tanh,1,0.0001,512,3327.517008415446,131744426.6890651,-0.0917578935623169
"[16, 32]",tanh,10,0.1,16,3299.417583498051,131557931.68330386,-0.09021234512329102
"[16, 32]",tanh,10,0.1,32,3297.515607087425,131545454.10783754,-0.09010910987854004
"[16, 32]",tanh,10,0.1,64,3296.874546359415,131541154.0292002,-0.0900733470916748
"[16, 32]",tanh,10,0.1,128,3297.741025351203,131546922.86417727,-0.09012126922607422
"[16, 32]",tanh,10,0.1,256,3297.8705368600076,131547774.42666498,-0.09012818336486816
"[16, 32]",tanh,10,0.1,512,3298.083491011336,131549186.06721306,-0.09013986587524414
"[16, 32]",tanh,10,0.01,16,3325.874580496235,131730920.48643725,-0.09164583683013916
"[16, 32]",tanh,10,0.01,32,3325.6902214621077,131729925.57849708,-0.09163773059844971
"[16, 32]",tanh,10,0.01,64,3325.9259147948146,131730992.99889062,-0.09164667129516602
"[16, 32]",tanh,10,0.01,128,3325.5294605856257,131728776.49254642,-0.09162819385528564
"[16, 32]",tanh,10,0.01,256,3326.109621134028,131733354.31395084,-0.09166622161865234
"[16, 32]",tanh,10,0.01,512,3326.287414404161,131733302.2737841,-0.09166574478149414
"[16, 32]",tanh,10,0.001,16,3327.3555416681456,131742971.23870645,-0.09174585342407227
"[16, 32]",tanh,10,0.001,32,3327.3174094963706,131742626.77901031,-0.09174299240112305
"[16, 32]",tanh,10,0.001,64,3327.3600732382192,131742969.66221373,-0.09174573421478271
"[16, 32]",tanh,10,0.001,128,3327.450039639321,131743521.42955925,-0.09175050258636475
"[16, 32]",tanh,10,0.001,256,3327.261013046926,131742354.2246322,-0.09174084663391113
"[16, 32]",tanh,10,0.001,512,3327.48639865121,131743691.64375821,-0.0917518138885498
"[16, 32]",tanh,10,0.0001,16,3327.5658805706785,131744750.91333556,-0.09176051616668701
"[16, 32]",tanh,10,0.0001,32,3327.461764152639,131743853.10693242,-0.09175312519073486
"[16, 32]",tanh,10,0.0001,64,3327.3375374406487,131742835.82515341,-0.09174478054046631
"[16, 32]",tanh,10,0.0001,128,3327.2453374884058,131742308.14072715,-0.09174036979675293
"[16, 32]",tanh,10,0.0001,256,3327.5610734628317,131744363.2735873,-0.09175741672515869
"[16, 32]",tanh,10,0.0001,512,3327.4534316838412,131743593.19570626,-0.09175097942352295
"[16, 32]",tanh,25,0.1,16,3248.011066658558,131221065.50158794,-0.08742070198059082
"[16, 32]",tanh,25,0.1,32,3247.743869223891,131219349.25317565,-0.08740651607513428
"[16, 32]",tanh,25,0.1,64,3249.9654480126724,131233794.12941791,-0.08752632141113281
"[16, 32]",tanh,25,0.1,128,3247.1775469174377,131215640.38521901,-0.08737576007843018
"[16, 32]",tanh,25,0.1,256,3247.006247996863,131214525.36878274,-0.08736646175384521
"[16, 32]",tanh,25,0.1,512,3247.1967950783155,131215765.45348237,-0.08737671375274658
"[16, 32]",tanh,25,0.01,16,3318.4305536584907,131682874.88917038,-0.0912477970123291
"[16, 32]",tanh,25,0.01,32,3319.153795614205,131687237.08623078,-0.09128391742706299
"[16, 32]",tanh,25,0.01,64,3319.021183388819,131686664.8748348,-0.09127914905548096
"[16, 32]",tanh,25,0.01,128,3318.9379326352737,131686281.72788893,-0.09127604961395264
"[16, 32]",tanh,25,0.01,256,3318.765347459004,131685164.16422726,-0.09126675128936768
"[16, 32]",tanh,25,0.01,512,3318.649258376521,131684487.4735025,-0.09126114845275879
"[16, 32]",tanh,25,0.001,16,3327.169970738596,131741765.50936195,-0.09173583984375
"[16, 32]",tanh,25,0.001,32,3327.1339682877824,131741517.17697163,-0.09173381328582764
"[16, 32]",tanh,25,0.001,64,3327.1942601284672,131741676.50830834,-0.0917351245880127
"[16, 32]",tanh,25,0.001,128,3326.8599807136106,131739273.72999269,-0.09171509742736816
"[16, 32]",tanh,25,0.001,256,3326.896419740949,131739872.37750924,-0.0917201042175293
"[16, 32]",tanh,25,0.001,512,3326.9546164516623,131739900.19852796,-0.09172046184539795
"[16, 32]",tanh,25,0.0001,16,3327.368759285228,131743068.07287084,-0.09174668788909912
"[16, 32]",tanh,25,0.0001,32,3327.384359072553,131743075.55545948,-0.09174680709838867
"[16, 32]",tanh,25,0.0001,64,3327.541309346738,131744277.57514013,-0.09175670146942139
"[16, 32]",tanh,25,0.0001,128,3327.349987132955,131743076.69374432,-0.09174668788909912
"[16, 32]",tanh,25,0.0001,256,3327.4275962787156,131743337.59613492,-0.09174883365631104
"[16, 32]",tanh,25,0.0001,512,3327.5433172527887,131744202.05666511,-0.09175598621368408
"[16, 32]",tanh,50,0.1,16,3162.4120573461664,130670223.2255795,-0.0828559398651123
"[16, 32]",tanh,50,0.1,32,3161.812905621297,130666411.78300162,-0.0828244686126709
"[16, 32]",tanh,50,0.1,64,3162.2971021671706,130669490.62643747,-0.08284997940063477
"[16, 32]",tanh,50,0.1,128,3162.9925440426114,130673913.55663936,-0.08288657665252686
"[16, 32]",tanh,50,0.1,256,3160.8265931380474,130660141.58378738,-0.08277237415313721
"[16, 32]",tanh,50,0.1,512,3164.474990217363,130683344.80236015,-0.08296477794647217
"[16, 32]",tanh,50,0.01,16,3308.3122527622486,131616711.66062966,-0.09069943428039551
"[16, 32]",tanh,50,0.01,32,3307.443562572699,131610960.43301176,-0.0906517505645752
"[16, 32]",tanh,50,0.01,64,3307.8778577699445,131613850.66131343,-0.09067583084106445
"[16, 32]",tanh,50,0.01,128,3307.8925515486503,131613939.1101808,-0.09067654609680176
"[16, 32]",tanh,50,0.01,256,3307.3865153490333,131610587.40307365,-0.09064877033233643
"[16, 32]",tanh,50,0.01,512,3306.9645519691994,131607804.71126907,-0.09062564373016357
"[16, 32]",tanh,50,0.001,16,3326.698027464076,131737737.56748538,-0.09170258045196533
"[16, 32]",tanh,50,0.001,32,3327.004409227403,131739467.78255267,-0.09171688556671143
"[16, 32]",tanh,50,0.001,64,3326.974201389506,131739709.8649645,-0.09171891212463379
"[16, 32]",tanh,50,0.001,128,3326.7165605939963,131737769.96294254,-0.09170269966125488
"[16, 32]",tanh,50,0.001,256,3326.77125725893,131738317.25012301,-0.09170722961425781
"[16, 32]",tanh,50,0.001,512,3326.594506015546,131736234.98385735,-0.09168994426727295
"[16, 32]",tanh,50,0.0001,16,3327.500552449997,131744060.45807426,-0.09175491333007812
"[16, 32]",tanh,50,0.0001,32,3327.303160572954,131742670.4752904,-0.0917433500289917
"[16, 32]",tanh,50,0.0001,64,3327.324602962745,131742763.10584341,-0.09174418449401855
"[16, 32]",tanh,50,0.0001,128,3327.576547616434,131744656.24451996,-0.09175992012023926
"[16, 32]",tanh,50,0.0001,256,3327.338956133532,131743148.23046933,-0.09174728393554688
"[16, 32]",tanh,50,0.0001,512,3327.302557273521,131742839.47716892,-0.09174478054046631
"[16, 32]",tanh,100,0.1,16,3000.3869478069587,129661906.83756728,-0.0745002031326294
"[16, 32]",tanh,100,0.1,32,2999.3995268147323,129655899.89890678,-0.07445049285888672
"[16, 32]",tanh,100,0.1,64,2999.8646294079867,129658729.27186969,-0.07447373867034912
"[16, 32]",tanh,100,0.1,128,2997.3250267326134,129643287.34127738,-0.07434594631195068
"[16, 32]",tanh,100,0.1,256,2998.501926802675,129650441.65198405,-0.07440519332885742
"[16, 32]",tanh,100,0.1,512,2999.4447803648864,129656175.49464135,-0.07445263862609863
"[16, 32]",tanh,100,0.01,16,3288.2818729281803,131484596.58801323,-0.08960461616516113
"[16, 32]",tanh,100,0.01,32,3287.9743905872697,131482574.62326764,-0.08958780765533447
"[16, 32]",tanh,100,0.01,64,3287.930108136646,131482282.97426829,-0.08958542346954346
"[16, 32]",tanh,100,0.01,128,3288.4408384013527,131485642.60984612,-0.08961343765258789
"[16, 32]",tanh,100,0.01,256,3288.7309791405214,131487550.54321001,-0.08962929248809814
"[16, 32]",tanh,100,0.01,512,3289.4132390281475,131492044.3728173,-0.08966648578643799
"[16, 32]",tanh,100,0.001,16,3324.667972326448,131722426.16959189,-0.0915755033493042
"[16, 32]",tanh,100,0.001,32,3324.6418192110104,131722137.0143769,-0.09157311916351318
"[16, 32]",tanh,100,0.001,64,3324.5513658654154,131721498.00783174,-0.09156787395477295
"[16, 32]",tanh,100,0.001,128,3324.8497246393395,131722892.2383977,-0.09157943725585938
"[16, 32]",tanh,100,0.001,256,3324.770391654296,131722915.23517616,-0.09157967567443848
"[16, 32]",tanh,100,0.001,512,3324.8277202010077,131722765.90631706,-0.09157836437225342
"[16, 32]",tanh,100,0.0001,16,3327.4084309780646,131743470.21378098,-0.09174990653991699
"[16, 32]",tanh,100,0.0001,32,3327.1531929591533,131741516.8328079,-0.09173381328582764
"[16, 32]",tanh,100,0.0001,64,3327.4472971444884,131743714.97652155,-0.09175193309783936
"[16, 32]",tanh,100,0.0001,128,3327.246825175637,131742564.54846945,-0.09174251556396484
"[16, 32]",tanh,100,0.0001,256,3327.300749085291,131742786.66745919,-0.09174442291259766
"[16, 32]",tanh,100,0.0001,512,3327.3429000989318,131742728.62307818,-0.09174394607543945
"[16, 32]",tanh,250,0.1,16,2587.526227643382,127087473.3430826,-0.05316591262817383
"[16, 32]",tanh,250,0.1,32,2588.698378121391,127096109.51777089,-0.05323755741119385
"[16, 32]",tanh,250,0.1,64,2589.3402550849237,127100831.80369186,-0.053276777267456055
"[16, 32]",tanh,250,0.1,128,2590.62310150566,127110249.12158032,-0.053354859352111816
"[16, 32]",tanh,250,0.1,256,2588.857627180669,127097281.30827338,-0.05324721336364746
"[16, 32]",tanh,250,0.1,512,2589.4058578323784,127101314.08589108,-0.05328071117401123
"[16, 32]",tanh,250,0.01,16,3236.566475870029,131146652.65553811,-0.08680415153503418
"[16, 32]",tanh,250,0.01,32,3236.386644863514,131145484.5625614,-0.08679461479187012
"[16, 32]",tanh,250,0.01,64,3236.2981007249195,131144910.26612096,-0.08678972721099854
"[16, 32]",tanh,250,0.01,128,3237.439007169618,131152319.63253355,-0.08685100078582764
"[16, 32]",tanh,250,0.01,256,3237.326537621188,131151588.26467706,-0.08684515953063965
"[16, 32]",tanh,250,0.01,512,3235.980062189582,131142845.38138385,-0.08677268028259277
"[16, 32]",tanh,250,0.001,16,3314.5619957660842,131657586.50641356,-0.09103810787200928
"[16, 32]",tanh,250,0.001,32,3314.2709763186895,131655651.33985087,-0.09102213382720947
"[16, 32]",tanh,250,0.001,64,3314.8817146060474,131659789.44234696,-0.09105658531188965
"[16, 32]",tanh,250,0.001,128,3314.402215751848,131656539.13315558,-0.09102964401245117
"[16, 32]",tanh,250,0.001,256,3314.0245766694434,131654006.10493422,-0.09100866317749023
"[16, 32]",tanh,250,0.001,512,3314.809073806967,131659228.47227475,-0.09105181694030762
"[16, 32]",tanh,250,0.0001,16,3326.905996222066,131739545.48458743,-0.09171736240386963
"[16, 32]",tanh,250,0.0001,32,3326.778243974551,131738959.21603486,-0.0917125940322876
"[16, 32]",tanh,250,0.0001,64,3326.991368845451,131739881.40859935,-0.0917201042175293
"[16, 32]",tanh,250,0.0001,128,3327.2177444300155,131741965.94626439,-0.09173750877380371
"[16, 32]",tanh,250,0.0001,256,3327.1733844821574,131741411.2400174,-0.09173285961151123
"[16, 32]",tanh,250,0.0001,512,3327.16697428428,131741226.61714095,-0.09173154830932617
"[32, 64]",linear,1,0.1,16,3324.3175658709433,131701703.30522698,-0.09140372276306152
"[32, 64]",linear,1,0.1,32,3325.224669423248,131724214.24188936,-0.0915905237197876
"[32, 64]",linear,1,0.1,64,3324.651624278883,131723970.94159766,-0.09158837795257568
"[32, 64]",linear,1,0.1,128,3324.7244081287045,131718961.57931498,-0.09154689311981201
"[32, 64]",linear,1,0.1,256,3325.471862065832,131728409.57895935,-0.09162509441375732
"[32, 64]",linear,1,0.1,512,3324.4052804421585,131716132.54304849,-0.09152328968048096
"[32, 64]",linear,1,0.01,16,3327.051602240577,131740705.68515149,-0.09172701835632324
"[32, 64]",linear,1,0.01,32,3327.070421504142,131741106.17649935,-0.09173035621643066
"[32, 64]",linear,1,0.01,64,3327.1790506508596,131741026.64275411,-0.09172976016998291
"[32, 64]",linear,1,0.01,128,3327.2730426609714,131742083.09208497,-0.09173846244812012
"[32, 64]",linear,1,0.01,256,3327.0995955923413,131741032.35306168,-0.09172976016998291
"[32, 64]",linear,1,0.01,512,3327.1438827111333,131741058.52812915,-0.09172999858856201
"[32, 64]",linear,1,0.001,16,3327.527245008879,131744512.36417988,-0.0917586088180542
"[32, 64]",linear,1,0.001,32,3327.2725766013623,131742557.33711162,-0.09174251556396484
"[32, 64]",linear,1,0.001,64,3327.394631764884,131743433.73543634,-0.09174978733062744
"[32, 64]",linear,1,0.001,128,3327.376636945354,131743150.84141171,-0.09174728393554688
"[32, 64]",linear,1,0.001,256,3327.4270168336125,131743242.47311169,-0.09174811840057373
"[32, 64]",linear,1,0.001,512,3327.3311794377437,131742839.63400255,-0.09174466133117676
"[32, 64]",linear,1,0.0001,16,3327.5448119426474,131744464.02346396,-0.091758131980896
"[32, 64]",linear,1,0.0001,32,3327.597217196839,131744434.88775375,-0.0917578935623169
"[32, 64]",linear,1,0.0001,64,3327.4074086347473,131743190.72707103,-0.09174776077270508
"[32, 64]",linear,1,0.0001,128,3327.43039374324,131743072.91894805,-0.09174668788909912
"[32, 64]",linear,1,0.0001,256,3327.3770668946627,131743205.20461152,-0.09174776077270508
"[32, 64]",linear,1,0.0001,512,3327.6189490344445,131744778.2631602,-0.09176099300384521
"[32, 64]",linear,10,0.1,16,3423.860343090439,125572884.91649893,-0.04061460494995117
"[32, 64]",linear,10,0.1,32,3401.449216673595,125378042.24821071,-0.03900003433227539
"[32, 64]",linear,10,0.1,64,3405.8091497643927,125387841.35667773,-0.03908121585845947
